Factura,fecha_emi,fecha_vto,Neto Gravado,Neto No Gravado,Importe Total,Razon Social
A 0003-00008675,2020-01-24,2020-02-08,38350.0000,0.0000,46403.500000000,LIFT VAN INT. CO S.A                                                            
A 0003-00008693,2020-01-27,2020-02-11,18150.0000,0.0000,21961.500000000,LIFT VAN INT. CO S.A                                                            
A 0003-00008693,2020-01-27,2020-02-11,0.0000,0.0000,0E-9,LIFT VAN INT. CO S.A                                                            
A 0003-00008694,2020-01-27,2020-02-11,22020.0000,0.0000,26644.200000000,LIFT VAN INT. CO S.A                                                            
A 0003-00008694,2020-01-27,2020-02-11,0.0000,0.0000,0E-9,LIFT VAN INT. CO S.A                                                            
A 0003-00008694,2020-01-27,2020-02-11,9000.0000,0.0000,10890.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00008697,2020-01-27,2020-02-11,27000.0000,0.0000,32670.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00008697,2020-01-27,2020-02-11,0.0000,0.0000,0E-9,LIFT VAN INT. CO S.A                                                            
A 0003-00008698,2020-01-27,2020-02-11,25250.0000,0.0000,30552.500000000,LIFT VAN INT. CO S.A                                                            
A 0003-00008698,2020-01-27,2020-02-11,8000.0000,0.0000,9680.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00008698,2020-01-27,2020-02-11,8487.0000,0.0000,10269.270000000,LIFT VAN INT. CO S.A                                                            
A 0003-00008698,2020-01-27,2020-02-11,7560.0000,0.0000,9147.600000000,LIFT VAN INT. CO S.A                                                            
A 0003-00008698,2020-01-27,2020-02-11,2520.0000,0.0000,3049.200000000,LIFT VAN INT. CO S.A                                                            
A 0003-00008698,2020-01-27,2020-02-11,1500.0000,0.0000,1815.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00008698,2020-01-27,2020-02-11,6720.0000,0.0000,8131.200000000,LIFT VAN INT. CO S.A                                                            
A 0003-00008699,2020-01-27,2020-02-11,25250.0000,0.0000,30552.500000000,LIFT VAN INT. CO S.A                                                            
A 0003-00008699,2020-01-27,2020-02-11,10131.0000,0.0000,12258.510000000,LIFT VAN INT. CO S.A                                                            
A 0003-00008699,2020-01-27,2020-02-11,7560.0000,0.0000,9147.600000000,LIFT VAN INT. CO S.A                                                            
A 0003-00008699,2020-01-27,2020-02-11,2520.0000,0.0000,3049.200000000,LIFT VAN INT. CO S.A                                                            
A 0003-00008699,2020-01-27,2020-02-11,1500.0000,0.0000,1815.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00008699,2020-01-27,2020-02-11,6720.0000,0.0000,8131.200000000,LIFT VAN INT. CO S.A                                                            
A 0003-00008700,2020-01-27,2020-02-11,25250.0000,0.0000,30552.500000000,LIFT VAN INT. CO S.A                                                            
A 0003-00008700,2020-01-27,2020-02-11,3276.0000,0.0000,3963.960000000,LIFT VAN INT. CO S.A                                                            
A 0003-00008700,2020-01-27,2020-02-11,7560.0000,0.0000,9147.600000000,LIFT VAN INT. CO S.A                                                            
A 0003-00008700,2020-01-27,2020-02-11,2520.0000,0.0000,3049.200000000,LIFT VAN INT. CO S.A                                                            
A 0003-00008700,2020-01-27,2020-02-11,1500.0000,0.0000,1815.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00008700,2020-01-27,2020-02-11,4200.0000,0.0000,5082.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00008700,2020-01-27,2020-02-11,32000.0000,0.0000,38720.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00008700,2020-01-27,2020-02-11,17500.0000,0.0000,21175.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00008703,2020-01-27,2020-02-11,1683.0000,0.0000,2036.430000000,LIFT VAN INT. CO S.A                                                            
A 0003-00008703,2020-01-27,2020-02-11,3060.0000,0.0000,3702.600000000,LIFT VAN INT. CO S.A                                                            
A 0003-00008703,2020-01-27,2020-02-11,3900.0000,0.0000,4719.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00008703,2020-01-27,2020-02-11,3200.0000,0.0000,3872.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00008703,2020-01-27,2020-02-11,1683.0000,0.0000,2036.430000000,LIFT VAN INT. CO S.A                                                            
A 0003-00008703,2020-01-27,2020-02-11,4200.0000,0.0000,5082.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00008712,2020-01-28,2020-02-12,27000.0000,0.0000,32670.000000000,LIFT VAN INT. CO S.A                                                            
A 0003-00008712,2020-01-28,2020-02-12,0.0000,0.0000,0E-9,LIFT VAN INT. CO S.A                                                            
